Hour,Minute,Second,Millisecond,Time,Price
15,29,3,108,29:03.1,42.84
14,47,24,601,47:24.6,44.6
14,11,25,306,11:25.3,39.51
13,17,18,846,17:18.8,41.25
10,35,17,979,35:18.0,47.39
9,42,40,81,42:40.1,44.79
9,22,59,207,22:59.2,45.63
9,8,36,136,08:36.1,45.66
9,7,49,553,07:49.6,46.18
16,7,41,522,07:41.5,43.37
12,28,23,216,28:23.2,39.21
9,50,9,765,50:09.8,46.25
9,37,40,524,37:40.5,44.19
14,50,24,782,50:24.8,43.67
9,7,13,582,07:13.6,46.17
14,38,37,890,38:37.9,42.66
16,30,13,927,30:13.9,42.49
13,21,11,123,21:11.1,42.49
16,5,42,205,05:42.2,42.73
16,9,0,712,09:00.7,43.51
15,37,50,385,37:50.4,43.52
15,41,6,664,41:06.7,43.71
15,37,21,494,37:21.5,43.15
14,38,27,611,38:27.6,42.85
12,54,5,171,54:05.2,40.78
13,42,44,430,42:44.4,42.87
10,38,0,503,38:00.5,46.11
16,56,33,487,56:33.5,44.16
16,40,22,870,40:22.9,45.65
15,51,38,393,51:38.4,42.23
13,26,5,975,26:06.0,42.19
11,24,15,574,24:15.6,44.03
10,52,49,390,52:49.4,45.03
9,20,37,826,20:37.8,45.57
12,3,44,15,03:44.0,39.79
9,40,44,506,40:44.5,44.63
16,58,12,661,58:12.7,43.95
14,35,24,730,35:24.7,43.06
10,28,3,686,28:03.7,47.83
11,58,8,6,58:08.0,41.9
10,27,12,104,27:12.1,47.93
9,41,19,355,41:19.4,44.69
11,59,52,175,59:52.2,41.95
9,42,20,764,42:20.8,44.84
13,4,25,148,04:25.1,41.18
14,46,24,796,46:24.8,43.91
10,1,42,174,01:42.2,45.66
9,52,31,715,52:31.7,45.48
16,54,38,675,54:38.7,44.28
12,11,54,340,11:54.3,40.57
16,6,54,508,06:54.5,43.32
9,2,12,43,02:12.0,45.86
15,58,44,258,58:44.3,42.46
12,55,20,650,55:20.7,40.53
15,26,5,923,26:05.9,42.9
16,44,37,351,44:37.4,44.64
13,54,7,713,54:07.7,41.58
16,58,0,691,58:00.7,44.1
11,55,34,789,55:34.8,42.43
13,59,7,234,59:07.2,39.15
14,56,56,104,56:56.1,43.72
9,19,59,373,19:59.4,45.32
12,33,53,87,33:53.1,40.03
12,45,24,737,45:24.7,39.49
12,50,49,280,50:49.3,40.28
13,52,12,164,52:12.2,42.53
15,59,10,482,59:10.5,42.73
11,48,22,238,48:22.2,43.54
15,21,31,7,21:31.0,43.74
15,59,2,662,59:02.7,42.45
10,7,25,461,07:25.5,46.88
9,41,19,707,41:19.7,44.64
9,25,6,924,25:06.9,45.14
9,48,46,304,48:46.3,46.31
14,42,27,912,42:27.9,43.18
13,47,29,469,47:29.5,42.54
11,31,28,703,31:28.7,42.79
10,26,46,671,26:46.7,47.72
11,49,43,284,49:43.3,42.86
12,15,53,463,15:53.5,39.39
9,20,31,146,20:31.1,45.53
10,42,48,195,42:48.2,43.94
12,57,25,517,57:25.5,40.34
13,8,4,980,08:05.0,40.19
16,22,48,657,22:48.7,42.86
13,22,36,901,22:36.9,42.18
12,20,11,101,20:11.1,39.52
15,20,28,134,20:28.1,43.75
15,27,24,31,27:24.0,42.95
9,51,21,871,51:21.9,45.97
16,35,44,428,35:44.4,43.22
14,11,40,969,11:41.0,39.61
12,11,3,817,11:03.8,40.62
15,57,52,455,57:52.5,42.56
13,34,54,585,34:54.6,42.92
14,0,24,83,00:24.1,39.47
9,9,58,954,09:59.0,46.27
13,38,38,168,38:38.2,43.3
9,23,28,640,23:28.6,45.77
15,34,3,279,34:03.3,43.32
11,22,10,666,22:10.7,45.04
9,30,27,252,30:27.3,46.68
13,13,24,614,13:24.6,40.72
12,4,3,946,04:03.9,39.83
10,38,17,428,38:17.4,45.97
12,1,53,406,01:53.4,40.38
15,10,0,117,10:00.1,42.57
15,32,51,986,32:52.0,42.96
14,56,38,752,56:38.8,43.23
14,39,27,25,39:27.0,43.44
9,46,14,438,46:14.4,44.81
10,33,41,283,33:41.3,47.86
14,23,57,890,23:57.9,42.04
16,3,9,230,03:09.2,42.03
10,28,55,599,28:55.6,48.05
14,18,6,397,18:06.4,39.85
16,59,13,527,59:13.5,43.29
11,37,13,685,37:13.7,43.13
16,40,6,920,40:06.9,45.37
13,7,18,136,07:18.1,40.53
9,19,37,71,19:37.1,45.35
12,59,17,698,59:17.7,40.47
15,38,30,626,38:30.6,44.05
14,21,3,966,21:04.0,41.35
11,44,34,225,44:34.2,42.69
12,50,1,134,50:01.1,39.97
10,46,9,491,46:09.5,44.89
9,29,14,613,29:14.6,46.05
15,24,5,459,24:05.5,44.81
12,25,41,752,25:41.8,39.2
9,48,10,681,48:10.7,46.14
9,59,42,878,59:42.9,45.47
13,47,54,906,47:54.9,42.22
14,35,1,262,35:01.3,42.71
16,17,18,650,17:18.7,43.32
16,12,48,788,12:48.8,43.49
13,29,50,245,29:50.2,41.72
11,48,57,934,48:57.9,42.92
14,41,31,125,41:31.1,43.43
13,52,30,741,52:30.7,42.3
14,46,43,848,46:43.8,44.18
12,59,45,851,59:45.9,40.57
11,4,53,893,04:53.9,46.3
15,16,1,23,16:01.0,42.92
11,24,40,938,24:40.9,44.35
10,42,25,409,42:25.4,43.84
16,26,39,184,26:39.2,41.89
15,57,5,820,57:05.8,42.13
12,8,46,528,08:46.5,40.49
12,15,27,252,15:27.3,39.12
16,4,58,237,04:58.2,42.59
13,14,52,968,14:53.0,40.71
9,28,29,940,28:29.9,46.08
13,53,29,501,53:29.5,41.69
13,27,20,704,27:20.7,41.55
14,38,35,394,38:35.4,42.68
14,23,45,383,23:45.4,42.13
15,15,51,825,15:51.8,42.99
13,43,13,542,43:13.5,43.01
11,31,46,354,31:46.4,43.13
16,34,16,38,34:16.0,43.61
11,57,26,970,57:27.0,42.25
11,59,41,553,59:41.6,42.11
11,57,33,7,57:33.0,42.12
13,49,59,108,49:59.1,42.3
10,21,3,878,21:03.9,46.52
9,58,43,444,58:43.4,45.45
12,25,32,686,25:32.7,39.3
9,20,46,657,20:46.7,45.82
11,55,58,993,55:59.0,42.73
11,43,18,459,43:18.5,42.24
15,50,43,296,50:43.3,42.28
14,42,10,675,42:10.7,43.42
16,29,32,876,29:32.9,42.26
12,3,33,144,03:33.1,39.96
16,18,49,474,18:49.5,42.93
16,16,37,332,16:37.3,43.71
11,49,15,834,49:15.8,42.46
12,45,46,997,45:47.0,39.8
11,5,31,231,05:31.2,46.27
16,35,42,337,35:42.3,43.29
14,45,9,92,45:09.1,43.66
10,49,28,105,49:28.1,45.93
11,53,30,544,53:30.5,41.77
14,14,32,918,14:32.9,39.84
10,45,29,281,45:29.3,44.73
16,13,59,50,13:59.1,42.33
10,57,45,111,57:45.1,45.19
10,23,14,535,23:14.5,47.48
11,8,50,573,08:50.6,46.48
14,23,40,740,23:40.7,41.89
9,54,16,573,54:16.6,44.74
12,5,47,744,05:47.7,40.35
9,21,25,19,21:25.0,46.34
12,9,58,528,09:58.5,40.96
11,29,40,11,29:40.0,43.42
10,11,6,114,11:06.1,47.03
13,18,3,390,18:03.4,41.96
11,30,31,967,30:32.0,42.87
11,5,39,169,05:39.2,46.38
11,15,52,944,15:52.9,45.33
12,56,54,990,56:55.0,40.32
9,30,0,292,30:00.3,47.11
10,32,50,752,32:50.8,47.32
9,15,15,187,15:15.2,45.26
12,20,0,39,20:00.0,39.49
10,59,20,857,59:20.9,45.81
13,11,31,629,11:31.6,39.99
13,33,26,954,33:27.0,42.07
10,44,24,350,44:24.3,44.59
13,14,8,359,14:08.4,40.99
15,4,55,714,04:55.7,42.48
16,13,21,289,13:21.3,42.97
15,58,30,20,58:30.0,42.66
14,44,39,526,44:39.5,43.14
15,41,35,62,41:35.1,43.43
12,1,11,472,01:11.5,40.71
11,56,56,683,56:56.7,42.58
15,21,24,214,21:24.2,43.91
16,11,4,334,11:04.3,43.79
16,16,12,718,16:12.7,43.59
10,31,9,110,31:09.1,47.69
13,34,58,855,34:58.9,42.87
16,2,37,229,02:37.2,42.36
9,28,32,165,28:32.2,46.14
11,32,35,683,32:35.7,43.36
12,11,45,719,11:45.7,40.56
9,16,20,956,16:21.0,45.71
14,49,6,690,49:06.7,44.28
16,18,49,767,18:49.8,42.89
13,11,33,212,11:33.2,39.98
11,44,22,5,44:22.0,42.48
11,49,24,893,49:24.9,42.74
11,7,40,160,07:40.2,46.25
14,49,29,687,49:29.7,44.25
11,51,29,801,51:29.8,42.39
9,48,34,726,48:34.7,45.94
12,2,55,616,02:55.6,40.18
10,5,28,332,05:28.3,46.27
16,50,51,921,50:51.9,42.88
16,21,36,158,21:36.2,42.32
10,6,13,652,06:13.7,46.07
16,3,10,91,03:10.1,42.04
14,48,16,443,48:16.4,44.63
9,16,14,269,16:14.3,45.86
10,24,41,279,24:41.3,47.49
9,14,54,963,14:55.0,45.32
15,17,14,158,17:14.2,43.53
13,15,11,338,15:11.3,41.06
9,41,55,242,41:55.2,45.29
15,50,0,509,50:00.5,42.4
16,30,17,216,30:17.2,42.54
9,51,13,350,51:13.4,45.94
13,50,57,866,50:57.9,41.6
15,58,54,336,58:54.3,42.51
9,50,23,806,50:23.8,46.36
12,9,10,690,09:10.7,40.9
11,43,12,85,43:12.1,42.27
15,29,59,721,29:59.7,43.55
16,9,52,220,09:52.2,43.91
13,39,25,943,39:25.9,43
16,6,26,277,06:26.3,42.94
12,44,55,819,44:55.8,39.42
11,5,46,930,05:46.9,46.3
9,59,15,253,59:15.3,45.28
10,29,20,312,29:20.3,48.31
10,59,22,310,59:22.3,45.86
11,4,10,108,04:10.1,46.51
11,27,49,937,27:49.9,43.25
13,37,50,932,37:50.9,43.27
11,55,19,28,55:19.0,42.28
10,58,58,617,58:58.6,45.71
15,52,46,263,52:46.3,41.89
10,18,48,397,18:48.4,47.7
16,58,15,551,58:15.6,43.95
16,4,27,292,04:27.3,42.02
11,52,56,524,52:56.5,41.65
16,25,11,347,25:11.3,42.64
10,56,51,628,56:51.6,45.76
12,35,0,135,35:00.1,39.62
11,25,8,409,25:08.4,44.51
13,7,52,669,07:52.7,40.21
11,28,31,440,28:31.4,43.41
15,25,17,748,25:17.7,43.3
12,49,13,355,49:13.4,39.73
14,48,6,390,48:06.4,44.67
15,34,44,547,34:44.5,43.69
15,34,24,16,34:24.0,43.27
10,17,33,657,17:33.7,47.4
13,11,36,274,11:36.3,40.02
15,51,10,123,51:10.1,42.18
12,6,13,710,06:13.7,40.1
9,27,11,687,27:11.7,45.01
15,17,30,524,17:30.5,43.35
12,9,31,566,09:31.6,41
12,46,54,721,46:54.7,39.09
15,23,34,164,23:34.2,44.81
13,4,59,43,04:59.0,41.15
11,46,44,681,46:44.7,43
11,49,7,2,49:07.0,42.65
13,49,27,949,49:27.9,42.56
15,30,10,284,30:10.3,43.69
16,41,41,823,41:41.8,44.83
10,19,57,828,19:57.8,46.86
14,20,36,843,20:36.8,40.97
9,4,58,2,04:58.0,46.35
12,21,51,285,21:51.3,38.45
14,1,57,636,01:57.6,39.04
16,51,56,392,51:56.4,43.19
13,21,35,326,21:35.3,42.38
10,5,49,494,05:49.5,46.17
9,28,29,593,28:29.6,46.13
13,20,48,376,20:48.4,42.42
11,36,20,89,36:20.1,42.75
13,8,52,57,08:52.1,40.69
12,15,44,304,15:44.3,39.25
15,34,8,377,34:08.4,43.45
15,6,15,616,06:15.6,42.18
14,25,55,288,25:55.3,41.61
14,49,28,172,49:28.2,44.29
11,52,4,550,52:04.5,41.91
16,10,58,778,10:58.8,43.74
13,56,2,217,56:02.2,40.38
15,45,44,332,45:44.3,42.64
16,22,24,288,22:24.3,42.79
9,46,21,347,46:21.3,44.8
14,16,56,601,16:56.6,40.03
15,42,55,687,42:55.7,43.49
15,34,8,588,34:08.6,43.4
15,40,14,898,40:14.9,44.02
16,9,33,820,09:33.8,43.92
10,4,36,862,04:36.9,45.54
13,32,32,801,32:32.8,42.45
9,31,49,249,31:49.2,46.45
16,22,43,852,22:43.9,42.73
11,51,55,192,51:55.2,42.12
14,2,55,917,02:55.9,38.49
9,55,7,125,55:07.1,45.12
16,23,11,285,23:11.3,42.68
16,43,50,429,43:50.4,44.65
14,19,21,848,19:21.8,40.41
15,9,13,975,09:14.0,42.6
12,49,39,282,49:39.3,40.06
14,35,44,237,35:44.2,43.08
15,52,29,112,52:29.1,41.97
11,47,51,531,47:51.5,42.98
12,5,29,495,05:29.5,40.19
12,13,39,696,13:39.7,39.87
13,37,8,363,37:08.4,43.04
12,51,14,492,51:14.5,40.28
13,18,16,475,18:16.5,41.78
9,5,29,404,05:29.4,46.22
10,29,51,813,29:51.8,48.84
11,44,0,284,44:00.3,42.28
9,31,20,333,31:20.3,45.97
13,53,40,942,53:40.9,41.7
14,0,28,418,00:28.4,39.47
14,3,34,186,03:34.2,38.51
16,29,13,618,29:13.6,41.9
9,35,43,329,35:43.3,44.46
11,17,58,150,17:58.1,45.92
16,10,28,886,10:28.9,43.9
9,9,14,483,09:14.5,45.68
13,55,38,439,55:38.4,40.91
13,8,48,619,08:48.6,40.53
15,58,43,508,58:43.5,42.43
16,17,0,249,17:00.2,43.21
13,14,37,951,14:38.0,40.74
14,19,33,581,19:33.6,40.84
14,10,11,470,10:11.5,39.45
9,19,2,72,19:02.1,45.3
14,41,13,369,41:13.4,43
13,13,14,318,13:14.3,40.52
11,44,45,474,44:45.5,42.73
9,11,30,606,11:30.6,45.76
15,29,55,126,29:55.1,43.34
10,52,53,460,52:53.5,44.91
15,42,9,354,42:09.4,43.48
15,59,11,734,59:11.7,42.69
11,54,55,265,54:55.3,42.09
15,43,12,122,43:12.1,43.61
14,42,25,291,42:25.3,43.19
10,30,43,344,30:43.3,48.14
11,17,20,223,17:20.2,45.2
9,6,57,797,06:57.8,46.62
15,35,19,848,35:19.8,43.74
15,58,4,14,58:04.0,42.21
10,15,20,539,15:20.5,46.93
13,53,17,935,53:17.9,41.57
11,7,30,664,07:30.7,46.19
16,27,47,306,27:47.3,41.66
11,50,35,836,50:35.8,42.36
11,25,35,746,25:35.7,44.01
12,21,15,868,21:15.9,38.89
11,6,45,379,06:45.4,46.4
16,16,57,843,16:57.8,43.23
12,47,30,914,47:30.9,39.91
16,46,41,953,46:42.0,43.91
15,50,46,604,50:46.6,42.32
16,55,21,858,55:21.9,44.55
10,8,3,397,08:03.4,47.04
14,49,16,751,49:16.8,44.22
15,55,4,125,55:04.1,41.15
10,29,47,8,29:47.0,48.87
10,51,58,94,51:58.1,45.49
12,52,3,390,52:03.4,40.51
11,11,51,893,11:51.9,45.98
11,35,32,456,35:32.5,43.34
10,15,58,560,15:58.6,47.37
12,27,16,643,27:16.6,40.26
15,7,34,192,07:34.2,42.04
9,32,2,780,32:02.8,45.97
16,57,24,295,57:24.3,43.6
10,41,34,28,41:34.0,44.9
16,44,7,925,44:07.9,44.85
14,30,47,69,30:47.1,42.66
12,16,24,252,16:24.3,39.25
16,52,14,986,52:15.0,43.3
9,42,1,919,42:01.9,45.09
11,8,6,703,08:06.7,46.2
16,8,4,7,08:04.0,43.55
10,14,7,787,14:07.8,46.89
15,31,35,676,31:35.7,43.49
9,30,57,365,30:57.4,46.58
14,46,22,396,46:22.4,43.8
15,10,19,962,10:20.0,42.2
11,56,27,402,56:27.4,42.89
10,3,54,72,03:54.1,45.87
14,42,32,897,42:32.9,43.09
12,21,18,173,21:18.2,38.92
10,10,59,223,10:59.2,46.84
14,25,22,524,25:22.5,42.07
14,40,46,702,40:46.7,43.21
14,36,24,240,36:24.2,42.95
9,51,42,660,51:42.7,45.28
11,46,56,26,46:56.0,42.91
12,23,47,803,23:47.8,39.13
9,45,32,753,45:32.8,45.2
14,33,34,139,33:34.1,42.69
11,0,9,763,00:09.8,46.65
14,49,21,332,49:21.3,44.02
9,42,5,931,42:05.9,44.95
12,23,1,60,23:01.1,38.78
11,1,53,61,01:53.1,46.05
13,56,54,473,56:54.5,39.7
11,14,3,674,14:03.7,45.88
16,5,49,235,05:49.2,43.06
12,57,52,229,57:52.2,40.33
13,15,12,605,15:12.6,41.05
12,7,24,935,07:24.9,40.72
16,22,55,783,22:55.8,42.74
13,19,25,973,19:26.0,42.11
9,11,57,923,11:57.9,45.88
13,46,56,180,46:56.2,42.99
11,59,23,214,59:23.2,42.1
12,58,9,483,58:09.5,40.31
12,18,46,367,18:46.4,39.59
9,29,46,565,29:46.6,46.62
12,40,33,243,40:33.2,38.52
11,55,3,552,55:03.6,42.16
10,20,16,699,20:16.7,46.6
13,40,25,838,40:25.8,43.21
13,18,41,48,18:41.0,41.67
16,27,15,699,27:15.7,42.35
16,5,15,789,05:15.8,42.47
10,34,25,535,34:25.5,48.34
11,41,52,974,41:53.0,42.51
9,0,44,185,00:44.2,46.48
12,41,39,530,41:39.5,39.69
15,25,38,63,25:38.1,43.21
12,23,37,859,23:37.9,38.97
16,10,36,827,10:36.8,43.93
13,16,53,953,16:54.0,41.22
13,3,36,936,03:36.9,41.95
12,19,23,719,19:23.7,39.54
9,4,13,812,04:13.8,46.56
16,49,19,481,49:19.5,42.36
11,38,45,266,38:45.3,42.45
11,12,33,912,12:33.9,45.66
10,1,9,747,01:09.7,45.56
10,41,30,151,41:30.2,44.9
16,56,13,635,56:13.6,44.68
16,28,56,792,28:56.8,41.58
10,30,57,431,30:57.4,47.7
12,18,15,951,18:16.0,39.2
15,44,55,696,44:55.7,43.22
12,31,55,979,31:56.0,40.25
11,56,33,957,56:34.0,42.8
16,55,25,754,55:25.8,44.76
12,21,25,794,21:25.8,39.01
9,56,22,470,56:22.5,45.51
9,30,3,302,30:03.3,46.97
15,26,26,568,26:26.6,43.05
16,37,43,20,37:43.0,43.96
14,27,3,465,27:03.5,42.51
12,53,46,477,53:46.5,40.94
13,33,7,748,33:07.7,41.67
12,51,54,290,51:54.3,40.65
12,44,23,225,44:23.2,39.21
16,16,28,686,16:28.7,43.56
16,47,30,766,47:30.8,43.23
16,30,57,844,30:57.8,42.27
16,18,20,183,18:20.2,42.49
12,42,30,549,42:30.5,39.31
9,51,3,194,51:03.2,46.21
13,25,56,792,25:56.8,42.17
16,34,25,596,34:25.6,43.8
12,40,12,132,40:12.1,38.15
16,13,9,472,13:09.5,43.06
15,16,35,864,16:35.9,43.14
11,41,9,941,41:09.9,42.73
11,45,6,543,45:06.5,42.72
9,19,34,337,19:34.3,45.26
10,53,10,832,53:10.8,45.16
9,20,15,13,20:15.0,45.61
13,9,3,405,09:03.4,40.76
13,52,58,727,52:58.7,42.04
14,59,48,665,59:48.7,43.73
10,49,38,759,49:38.8,45.95
11,28,2,922,28:02.9,43.33
9,23,22,710,23:22.7,45.78
10,57,43,370,57:43.4,45.14
9,50,39,446,50:39.4,46.07
15,41,1,389,41:01.4,43.78
10,31,19,746,31:19.7,47.77
9,52,21,575,52:21.6,45.45
9,34,31,210,34:31.2,45.76
11,40,44,103,40:44.1,42.88
10,53,58,334,53:58.3,45.01
14,44,21,323,44:21.3,43.01
14,9,31,957,09:32.0,39.04
15,29,22,363,29:22.4,43.31
9,48,59,7,48:59.0,46.46
12,18,17,222,18:17.2,39.19
12,32,6,141,32:06.1,40.49
13,0,28,728,00:28.7,41.18
9,21,29,982,21:30.0,46.26
15,22,59,922,22:59.9,44.6
14,46,21,652,46:21.7,43.79
10,37,11,706,37:11.7,46.25
9,29,51,874,29:51.9,46.76
12,40,15,70,40:15.1,38.34
10,5,15,364,05:15.4,46.29
16,5,33,993,05:34.0,42.85
15,10,5,777,10:05.8,42.34
9,15,15,680,15:15.7,45.22
15,26,52,201,26:52.2,42.7
14,44,45,159,44:45.2,43.35
13,54,59,70,54:59.1,41.02
10,27,56,963,27:57.0,47.89
16,19,49,183,19:49.2,42.21
15,52,19,665,52:19.7,42
13,1,25,215,01:25.2,40.54
12,31,24,224,31:24.2,40.38
9,48,50,522,48:50.5,46.28
16,3,50,238,03:50.2,42.27
12,16,48,37,16:48.0,39.2
10,6,8,212,06:08.2,45.95
16,52,23,652,52:23.7,43.2
12,23,25,378,23:25.4,38.8
11,6,56,201,06:56.2,46.54
14,40,29,338,40:29.3,43.51
14,39,37,589,39:37.6,43.28
15,31,38,504,31:38.5,43.42
16,10,13,345,10:13.3,43.62
16,49,40,100,49:40.1,42.36
9,25,53,436,25:53.4,45.08
11,0,33,707,00:33.7,46.93
11,56,24,662,56:24.7,42.87
15,9,27,805,09:27.8,42.57
16,56,56,867,56:56.9,43.83
9,50,40,63,50:40.1,46.08
16,15,23,149,15:23.1,43.45
10,55,38,657,55:38.7,45.79
10,10,23,246,10:23.2,47.21
12,58,51,367,58:51.4,40.36
16,1,53,713,01:53.7,42.99
15,31,37,534,31:37.5,43.42
15,3,26,147,03:26.1,43.03
10,24,51,471,24:51.5,47.35
11,0,7,775,00:07.8,46.65
13,16,50,811,16:50.8,41.11
16,56,12,280,56:12.3,44.68
12,30,48,40,30:48.0,38.97
12,20,9,626,20:09.6,39.53
16,49,26,352,49:26.4,42.57
15,37,35,49,37:35.0,43.58
9,36,55,402,36:55.4,44.45
16,51,29,112,51:29.1,42.7
14,6,36,482,06:36.5,38.29
16,52,8,832,52:08.8,43.48
13,44,54,293,44:54.3,42.75
16,7,17,796,07:17.8,43.13
15,45,42,164,45:42.2,42.65
11,14,21,95,14:21.1,45.6
16,19,21,56,19:21.1,42.31
16,10,29,378,10:29.4,43.9
10,20,5,630,20:05.6,46.67
10,32,2,925,32:02.9,47.42
9,53,0,934,53:00.9,45.33
15,47,42,103,47:42.1,42.65
9,45,21,231,45:21.2,45.11
14,4,51,139,04:51.1,38.65
9,53,37,495,53:37.5,45.06
14,9,2,89,09:02.1,39.23
14,54,28,972,54:29.0,43.81
12,24,4,140,24:04.1,39.3
14,49,43,224,49:43.2,43.97
11,38,53,669,38:53.7,42.7
13,55,54,273,55:54.3,40.6
15,58,11,747,58:11.7,42.18
15,16,42,223,16:42.2,43.19
9,52,57,314,52:57.3,45.6
11,36,43,69,36:43.1,42.9
13,4,49,563,04:49.6,41.22
16,54,47,734,54:47.7,44.23
11,44,14,341,44:14.3,42.44
9,55,42,20,55:42.0,45.05
16,19,30,180,19:30.2,42.38
9,21,8,179,21:08.2,46.09
9,21,57,945,21:57.9,45.9
12,47,17,908,47:17.9,39.74
11,5,30,976,05:31.0,46.31
11,32,6,463,32:06.5,42.95
9,27,49,476,27:49.5,45.66
10,55,11,336,55:11.3,45.31
12,59,27,902,59:27.9,40.81
13,48,53,618,48:53.6,42.03
12,40,48,1,40:48.0,38.75
13,29,31,451,29:31.5,41.81
11,19,51,548,19:51.5,45.68
11,35,9,541,35:09.5,43.41
16,56,30,555,56:30.6,44.35
10,51,24,917,51:24.9,46.53
14,6,0,177,06:00.2,38.99
16,53,5,903,53:05.9,44.06
16,38,51,402,38:51.4,44.4
15,13,47,181,13:47.2,43.15
10,39,34,889,39:34.9,45.61
13,55,30,504,55:30.5,40.79
12,48,47,801,48:47.8,39.5
15,26,22,157,26:22.2,42.84
12,18,38,693,18:38.7,39.41
14,27,18,504,27:18.5,42.42
10,48,1,974,48:02.0,45.8
13,28,55,414,28:55.4,41.78
12,29,57,685,29:57.7,38.81
14,39,48,781,39:48.8,43.21
15,28,40,436,28:40.4,42.93
11,41,44,504,41:44.5,42.45
10,0,52,45,00:52.0,45.47
12,27,42,765,27:42.8,39.8
11,7,18,65,07:18.1,46.36
15,35,39,596,35:39.6,44.09
16,36,16,848,36:16.8,43.64
10,3,59,93,03:59.1,45.76
11,57,18,83,57:18.1,42.43
16,7,37,619,07:37.6,43.23
10,12,46,527,12:46.5,46.89
13,9,0,375,09:00.4,40.61
13,25,43,152,25:43.2,42.15
14,7,19,169,07:19.2,38.35
13,52,26,143,52:26.1,42.35
13,47,59,963,48:00.0,42.04
13,23,24,597,23:24.6,42.25
15,25,48,536,25:48.5,43.11
10,37,31,376,37:31.4,46.15
16,28,35,8,28:35.0,41.73
15,59,23,103,59:23.1,43.04
13,22,10,19,22:10.0,42.44
13,18,11,887,18:11.9,41.61
16,55,38,161,55:38.2,44.78
15,59,26,73,59:26.1,43.2
14,12,53,412,12:53.4,39.77
16,3,45,650,03:45.7,42.02
9,55,13,1,55:13.0,45.02
14,2,46,254,02:46.3,38.5
11,10,12,47,10:12.0,45.93
11,38,29,17,38:29.0,41.92
16,55,31,729,55:31.7,44.69
16,54,56,81,54:56.1,44.34
12,16,23,172,16:23.2,39.22
12,15,8,345,15:08.3,39.08
13,10,34,623,10:34.6,40.53
11,13,25,222,13:25.2,46.15
14,1,31,313,01:31.3,39.35
13,9,17,324,09:17.3,40.51
9,10,53,155,10:53.2,46.14
15,10,18,532,10:18.5,42.34
12,54,1,564,54:01.6,40.7
13,36,39,943,36:39.9,43.51
12,49,35,434,49:35.4,39.91
15,40,10,74,40:10.1,44.17
11,14,59,582,14:59.6,45.57
11,45,9,570,45:09.6,42.68
16,42,18,892,42:18.9,44.31
14,13,35,496,13:35.5,40.57
13,43,26,451,43:26.5,42.92
12,6,43,554,06:43.6,40.42
16,58,17,251,58:17.3,43.84
11,57,6,936,57:06.9,42.36
15,18,0,865,18:00.9,43.14
11,1,8,848,01:08.8,46.74
16,21,43,405,21:43.4,42.77
12,37,54,622,37:54.6,39.16
14,6,25,703,06:25.7,38.51
9,10,5,28,10:05.0,46.12
14,14,22,923,14:22.9,40.13
12,1,24,399,01:24.4,40.71
9,34,26,500,34:26.5,45.92
10,17,3,757,17:03.8,47.19
13,19,6,962,19:07.0,41.89
11,11,23,121,11:23.1,45.6
10,14,0,547,14:00.5,46.91
15,53,19,796,53:19.8,42.01
10,2,43,414,02:43.4,46.03
14,9,16,801,09:16.8,39.18
9,19,12,272,19:12.3,45.47
16,23,24,318,23:24.3,42.73
14,59,20,644,59:20.6,43.32
10,15,55,935,15:55.9,47.16
13,36,56,251,36:56.3,43.19
16,35,3,694,35:03.7,43.82
12,45,50,360,45:50.4,39.77
13,49,0,198,49:00.2,41.96
10,25,47,579,25:47.6,48.1
12,21,12,143,21:12.1,38.85
13,4,50,989,04:51.0,41.12
9,32,9,596,32:09.6,45.85
13,32,21,152,32:21.2,42.59
13,39,36,400,39:36.4,42.98
12,24,59,641,24:59.6,39.57
15,13,31,977,13:32.0,43.09
16,50,8,788,50:08.8,42.43
15,14,37,738,14:37.7,43.35
15,58,55,664,58:55.7,42.43
13,16,47,124,16:47.1,41.29
13,34,47,443,34:47.4,42.74
9,40,58,242,40:58.2,44.74
14,1,54,454,01:54.5,39.03
15,29,27,602,29:27.6,43.19
12,49,9,882,49:09.9,39.6
16,38,11,905,38:11.9,44.11
14,3,47,299,03:47.3,38.99
9,28,29,390,28:29.4,46.13
15,41,33,490,41:33.5,43.37
14,54,19,656,54:19.7,43.97
14,33,27,321,33:27.3,42.64
12,53,24,289,53:24.3,41.02
13,20,49,938,20:49.9,42.46
16,47,54,864,47:54.9,42.82
14,46,51,268,46:51.3,44.28
13,26,41,750,26:41.7,41.7
9,33,5,478,33:05.5,45.87
12,53,59,849,53:59.8,40.69
13,21,54,640,21:54.6,42.19
14,43,48,495,43:48.5,42.78
13,4,5,869,04:05.9,41.73
13,17,23,681,17:23.7,41.18
10,7,56,472,07:56.5,46.96
9,38,35,386,38:35.4,44.08
15,23,57,348,23:57.3,44.68
13,33,40,785,33:40.8,42.26
14,49,10,695,49:10.7,44.16
10,43,34,930,43:34.9,44.01
11,26,31,919,26:31.9,44.27
12,45,22,929,45:22.9,39.53
13,36,18,366,36:18.4,43.31
14,35,49,844,35:49.8,43.08
9,38,38,527,38:38.5,44.15
14,28,33,524,28:33.5,42.13
9,49,46,674,49:46.7,46.21
13,53,8,844,53:08.8,41.72
9,46,41,187,46:41.2,45
10,4,15,315,04:15.3,45.78
9,10,56,524,10:56.5,46.04
10,27,6,506,27:06.5,47.97
